会場,開催日,箱番号,番号,レーン名,品名,ブランド名,枠,脇石,重量,品番,,ランク,スタート価格,予想時刻,オークション結果,落札価格
JBA金沢,2024/04/08,262,7,---,時計,ROLEX,SS,AT,,116610LV, ﾗﾝﾀﾞﾑ番 箱 日ﾛﾚ(2014.10),,0,,落札,2400000
JBA金沢,2024/04/08,262,8,---,時計,ROLEX,SS,AT,,126660, ﾗﾝﾀﾞﾑ番 Dﾌﾞﾙｰ 箱 保(2020.10),,0,,落札,1730000
JBA金沢,2024/04/08,262,9,---,時計,ROLEX,SS,AT,,136660, ﾗﾝﾀﾞﾑ番 黒 箱 保(2024.3)未使用 別展,,0,,落札,1750000
JBA金沢,2024/04/08,262,10,---,時計,ROLEX,SS,AT,,116500LN, ﾗﾝﾀﾞﾑ番 白 箱 保(2022.9) 別展,,0,,落札,3980000
JBA金沢,2024/04/08,264,5,---,時計,ROLEX,YG/SS,AT,,69173, T番 ｼｬﾝﾊﾟﾝ ｻｰﾋﾞｽ保,,0,,落札,420000
JBA金沢,2024/04/08,264,6,---,時計,ROLEX,YG/SS,AT,,69173, W番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,460000
JBA金沢,2024/04/08,264,7,---,時計,ROLEX,WG/SS,AT,,16234, U番 ｼﾙﾊﾞｰ 保,,0,,落札,740000
JBA金沢,2024/04/08,264,8,---,時計,ROLEX,YG/SS,AT,,16233G, T番 10P ｼｬﾝﾊﾟﾝ 保,,0,,落札,780000
JBA金沢,2024/04/08,264,9,---,時計,ROLEX,YG,AT,,18038A, 9番 ｼｬﾝﾊﾟﾝ 請求書,,0,,落札,2020000
JBA金沢,2024/04/08,264,10,---,時計,ROLEX,YG,AT,138.48g,18038, 98番 ｼｬﾝﾊﾟﾝ,,0,,落札,1950000
JBA金沢,2024/04/08,265,5,---,時計,ROLEX,SS,AT,,16610, T番 黒,,0,,落札,820000
JBA金沢,2024/04/08,268,2,---,時計,ROLEX,SS,AT,,114270, F番 日ﾛﾚ,,0,,落札,650000
JBA金沢,2024/04/08,268,4,---,時計,ROLEX,YG/革,手巻,,80番 ｵｰｷｯﾄﾞ ｼｬﾝﾊﾟﾝ,,0,,落札,200000
JBA金沢,2024/04/08,271,7,---,時計,ROLEX,WG/SS,AT,,179174, Z番 ﾛｰﾏ 黒,,0,,落札,500000
JBA金沢,2024/04/08,271,8,---,時計,ROLEX,WG/SS,AT,,179174G, P番 ｿｰﾀﾞﾗｲﾄ 保,,0,,落札,871000
JBA金沢,2024/04/08,271,10,---,時計,ROLEX,SS,AT,,16570, M番 黒,,0,,落札,785000
JBA金沢,2024/04/08,272,1,---,時計,ROLEX,YG/SS,AT,,79173G, K番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,550000
JBA金沢,2024/04/08,272,2,---,時計,ROLEX,YG/SS,AT,,69173G, T番 黒,,0,,落札,470000
JBA金沢,2024/04/08,272,3,---,時計,ROLEX,YG/SS,AT,,69173G, T番 ﾌﾞﾙｸﾞﾗ 保,,0,,落札,600000
JBA金沢,2024/04/08,272,4,---,時計,ROLEX,WG/SS,AT,,16234NG, K番 ｼｪﾙ,,0,,落札,800000
JBA金沢,2024/04/08,272,5,---,時計,ROLEX,SS,AT,,14000M, Z番 黒 保,,0,,落札,515000
JBA金沢,2024/04/08,272,6,---,時計,ROLEX,PT/SS,AT,,168622, P番 ｼﾙﾊﾞｰ,,0,,落札,660000
JBA金沢,2024/04/08,272,7,---,時計,ROLEX,SS,AT,,14270, T番 黒,,0,,落札,550000
JBA金沢,2024/04/08,272,8,---,時計,ROLEX,YG/SS,AT,,16713RG, S番 ｼｬﾝﾊﾟﾝ 日ﾛﾚ,,0,,落札,2100000
JBA金沢,2024/04/08,272,9,---,時計,ROLEX,PT,AT,,118296, P番 ｼﾙﾊﾞｰﾛｰﾏ,,0,,落札,3200000
JBA金沢,2024/04/08,272,10,---,時計,ROLEX,YG,AT,,18238, R番 白 保,,0,,落札,2700000
JBA金沢,2024/04/08,273,1,---,時計,ROLEX,YG/SS,AT,,16233, S番 ｼｬﾝﾊﾟﾝ,,0,,落札,700000
JBA金沢,2024/04/08,273,5,---,時計,ROLEX,SS,AT,,1002, R番 ｼﾙﾊﾞｰ,,0,,落札,236000
JBA金沢,2024/04/08,274,1,---,時計,ROLEX,SS,AT,,124270, ﾗﾝﾀﾞﾑ番 黒 保(2021.11) 別展 ｼｰﾙ付き,,0,,落札,1000000
JBA金沢,2024/04/08,274,2,---,時計,ROLEX,SS,AT,,16700, T番 黒,,0,,落札,1120000
JBA金沢,2024/04/08,274,3,---,時計,ROLEX,SS,AT,,16570, W番 黒 保,,0,,落札,720000
JBA金沢,2024/04/08,274,4,---,時計,ROLEX,YG/SS,AT,,16233, W番 ﾎﾘｺﾝ ｸﾞﾚｰ 日ﾛﾚ,,0,,落札,670000
JBA金沢,2024/04/08,274,5,---,時計,ROLEX,WG/SS,AT,,16234, K番 ﾛｰﾏ 青,,0,,落札,630000
JBA金沢,2024/04/08,274,6,---,時計,ROLEX,WG/SS,AT,,1601, 27番 ｼﾙﾊﾞｰ,,0,,落札,350000
JBA金沢,2024/04/08,274,7,---,時計,ROLEX,SS,AT,,67230, A番 青 ｼﾘｱﾙｽﾚ,,0,,落札,180000
JBA金沢,2024/04/08,275,1,---,時計,ROLEX,YG/SS,AT,,116233, F番 黒 保,,0,,落札,1080000
JBA金沢,2024/04/08,275,2,---,時計,ROLEX,YG/SS,AT,,116333G, ﾗﾝﾀﾞﾑ番 ｼｬﾝﾊﾟﾝ 保(2011.8),,0,,落札,1450000
JBA金沢,2024/04/08,275,3,---,時計,ROLEX,PT/SS,AT,,116622, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 日ﾛﾚ(2015.5),,0,,落札,1360000
JBA金沢,2024/04/08,275,4,---,時計,ROLEX,SS,AT,,116660, ﾗﾝﾀﾞﾑ番 黒,,0,,落札,1100000
JBA金沢,2024/04/08,275,5,---,時計,ROLEX,PG/SS,AT,,116681, ﾗﾝﾀﾞﾑ番 白 保(2014.9),,0,,落札,2600000
JBA金沢,2024/04/08,275,6,---,時計,ROLEX,YG/SS,AT,,16523, A番 黒 保,,0,,落札,2100000
JBA金沢,2024/04/08,275,7,---,時計,ROLEX,SS,AT,,116520, Y番 白 保 別展,,0,,落札,2800000
JBA金沢,2024/04/08,275,8,---,時計,ROLEX,WG/YG/PG,AT,,18239BIC, L番 ｼｬﾝﾊﾟﾝ,,0,,落札,1900000
JBA金沢,2024/04/08,275,10,---,時計,ROLEX,YG,AT,,761968G, A番 ｼｬﾝﾊﾟﾝ,,0,,落札,880000
JBA金沢,2024/04/08,277,5,---,時計,ROLEX,YG/SS,AT,,69173, W番 ﾛｰﾏ ｼｬﾝﾊﾟﾝ,,0,,落札,480000
JBA金沢,2024/04/08,277,6,---,時計,ROLEX,YG/SS,AT,,16233, W番 白 箱(枕無) 保,,0,,落札,700000
JBA金沢,2024/04/08,277,7,---,時計,ROLEX,SS,AT,,16610, N番 黒 見積書,,0,,落札,920000
JBA金沢,2024/04/08,277,8,---,時計,ROLEX,WG/SS,AT,,116234, D番 ﾛｰﾏ ｼﾙﾊﾞｰ 箱 保,,0,,落札,960000
JBA金沢,2024/04/08,277,9,---,時計,ROLEX,YG/SS,AT,,116233, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 箱 保(2014.3) 修明 ｻｰﾋﾞｽ保,,0,,落札,1130000
JBA金沢,2024/04/08,277,10,---,時計,ROLEX,SS,AT,,126300, ﾗﾝﾀﾞﾑ番 黒 箱 保(2021.5),,0,,落札,1150000
JBA金沢,2024/04/08,278,5,---,時計,ROLEX,SS,AT,,179160, D番 ﾛｰﾏ ﾋﾟﾝｸ,,0,,落札,430000
JBA金沢,2024/04/08,278,6,---,時計,ROLEX,WG/SS,AT,,69174, R番 ｼﾙﾊﾞｰ 日ﾛﾚ,,0,,落札,329000
JBA金沢,2024/04/08,278,7,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 黒 保(2016.5),,0,,落札,830000
JBA金沢,2024/04/08,278,8,---,時計,ROLEX,YG/SS,AT,,16233G, U番 10PD ﾌﾞﾙｰｸﾞﾗﾃﾞｰｼｬﾝ,,0,,落札,820000
JBA金沢,2024/04/08,281,2,---,時計,ROLEX,WG/SS,AT,,6517, 91番 ｼﾙﾊﾞｰ 修保,,0,,落札,110000
JBA金沢,2024/04/08,281,8,---,小物,ROLEX,YG,,4.0g,18238-18038用 ｺﾏ×2,,0,,落札,42000
JBA金沢,2024/04/08,281,9,---,小物,ROLEX,YG/SS,,,ﾒﾝｽﾞ ｺﾏ×3,,0,,落札,12000
JBA金沢,2024/04/08,282,4,---,時計,ROLEX,SS,手巻,,6694, 2番台 ｼﾙﾊﾞｰ,,0,,落札,240000
JBA金沢,2024/04/08,282,5,---,時計,ROLEX,WG/SS,AT,,79174, K番 ﾋﾟﾝｸ ﾛｰﾏ 箱 保 ﾘｭｰｽﾞ不良,,0,,落札,396000
JBA金沢,2024/04/08,282,6,---,時計,ROLEX,SS,AT,,14000, K番 ｼﾙﾊﾞｰ,,0,,落札,380000
JBA金沢,2024/04/08,282,7,---,時計,ROLEX,WG/SS,AT,,79174G, Y番 10P ｼﾙﾊﾞｰ,,0,,落札,430000
JBA金沢,2024/04/08,282,8,---,時計,ROLEX,YG/SS,AT,,16233G, T番 ｼｬﾝﾊﾟﾝ 箱 日ﾛﾚ,,0,,落札,700000
JBA金沢,2024/04/08,282,9,---,時計,ROLEX,WG/SS,AT,,16234, P番 青 ﾛｰﾏ 箱 保,,0,,落札,740000
JBA金沢,2024/04/08,282,10,---,時計,ROLEX,SS,AT,,224270, 黒 保(2024.2) 別展,,0,,落札,1200000
JBA金沢,2024/04/08,284,4,---,時計,ROLEX,YG/SS,AT,,16233G, W番 ｼｬﾝﾊﾟﾝｺﾝﾋﾟｭｰﾀｰ 保,,0,,落札,810000
JBA金沢,2024/04/08,284,5,---,時計,ROLEX,SS,AT,,116000, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 保 日付不明,,0,,落札,680000
JBA金沢,2024/04/08,284,6,---,時計,ROLEX,SS,AT,,126610LN, ﾗﾝﾀﾞﾑ番 保(2023.12),,0,,落札,1760000
JBA金沢,2024/04/08,285,4,---,時計,ROLEX,SS,AT,,114270, Z番 黒,,0,,落札,610000
JBA金沢,2024/04/08,285,5,---,時計,ROLEX,SS,AT,,16570, A番 白,,0,,落札,788000
JBA金沢,2024/04/08,286,2,---,時計,ROLEX,YG/SS,AT,,6719, 61番 ｼｬﾝﾊﾟﾝ 不動,,0,,落札,160000
JBA金沢,2024/04/08,286,3,---,時計,ROLEX,YG/SS,AT,,69173G, U番 ｼｬﾝﾊﾟﾝ,,0,,落札,480000
JBA金沢,2024/04/08,286,4,---,時計,ROLEX,YG/SS,AT,,69173, W番 ｼｬﾝﾊﾟﾝ 箱 他修明,,0,,落札,430000
JBA金沢,2024/04/08,291,5,---,時計,ROLEX,SS,AT,,16600T, Y番 黒 保,,0,,落札,1050000
JBA金沢,2024/04/08,291,6,---,時計,ROLEX,SS,AT,,16710T, F番 赤/黒,,0,,落札,1200000
JBA金沢,2024/04/08,294,1,---,時計,ROLEX,YG/SS,AT,,69173G, T番 ﾌﾞﾙｸﾞﾗ 保,,0,,落札,600000
JBA金沢,2024/04/08,294,2,---,時計,ROLEX,WG/SS,AT,,79174, F番 ｼﾙﾊﾞｰ 保(日付無),,0,,落札,420000
JBA金沢,2024/04/08,294,3,---,時計,ROLEX,WG/SS,QZ,,17014, 85番 ｼﾙﾊﾞｰ 保 ｻｰﾋﾞｽ保,,0,,落札,640000
JBA金沢,2024/04/08,294,4,---,時計,ROLEX,YG/SS,AT,,16013, 63番 ｼｬﾝﾊﾟﾝ,,0,,落札,530000
JBA金沢,2024/04/08,294,8,---,時計,ROLEX,SS,AT,,1675, 69番 黒 別展,,0,,落札,1900000
JBA金沢,2024/04/08,294,9,---,時計,ROLEX,SS,AT,,16550, R番 ｱｲﾎﾞﾘｰ 保 別展,,0,,落札,4600000
JBA金沢,2024/04/08,301,4,---,時計,ROLEX,SS,手巻,,25番 ﾌﾟﾚｼｼﾞｮﾝ ｼﾙﾊﾞｰ Dﾍﾞｾﾞﾙ,,0,,落札,83000
JBA金沢,2024/04/08,305,1,---,時計,ROLEX,SS,AT,,114060, ﾗﾝﾀﾞﾑ番 黒 箱 保(2013.11) 現状,,0,,落札,1220000
JBA金沢,2024/04/08,310,1,---,時計,ROLEX,YG/SS,AT,,179313, M番 12Dﾍﾞｾﾞﾙ ｼｬﾝﾊﾟﾝ 箱△ 保(2009.3) 現状,,0,,落札,830000
JBA金沢,2024/04/08,312,9,---,時計,ROLEX,WG/SS,AT,,79174G, D番 白 箱,,0,,落札,380000
JBA金沢,2024/04/08,314,1,---,時計,ROLEX,YG/革,手巻,,5116/8 D番 ｺﾝﾋﾟｭｰﾀｰ ｱｲﾎﾞﾘｰﾛｰﾏ 保,,0,,落札,450000
JBA金沢,2024/04/08,314,2,---,時計,ROLEX,PT/SS,AT,,168622, A番 ｼﾙﾊﾞｰ 保,,0,,落札,720000
JBA金沢,2024/04/08,314,3,---,時計,ROLEX,SS,AT,,16220, U番 ｼﾙﾊﾞｰ,,0,,落札,588000
JBA金沢,2024/04/08,314,4,---,時計,ROLEX,YG/SS,AT,,16263, A番 ｼｬﾝﾊﾟﾝ 保,,0,,落札,740000
JBA金沢,2024/04/08,321,7,---,時計,ROLEX,SS,AT,,16570, D番 白 保,,0,,落札,930000
JBA金沢,2024/04/08,321,8,---,時計,ROLEX,SS,AT,,16600, D番 黒 保,,0,,落札,1050000
JBA金沢,2024/04/08,321,9,---,時計,ROLEX,SS,AT,,116710LN, V番 日ﾛﾚ(2009.5),,0,,落札,1500000
JBA金沢,2024/04/08,322,8,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 箱 保(2014.2),,0,,落札,806000
JBA金沢,2024/04/08,322,9,---,時計,ROLEX,PT/SS,AT,,268622, ﾗﾝﾀﾞﾑ番 ｸﾞﾚｰ 保(2022.8),,0,,落札,1530000
JBA金沢,2024/04/08,322,10,---,時計,ROLEX,SS,AT,,116520, ﾗﾝﾀﾞﾑ番 黒 箱 日ﾛﾚ(2014.4) 別展,,0,,落札,2780000
JBA金沢,2024/04/08,324,6,---,時計,ROLEX,SS,AT,,1501, 36番 青,,0,,落札,280000
JBA金沢,2024/04/08,324,7,---,時計,ROLEX,YG,AT,,6517, 93番 ｼﾙﾊﾞｰ,,0,,落札,550000
JBA金沢,2024/04/08,327,1,---,時計,ROLEX,SS,AT,,114270, Y番 保,,0,,落札,656000
JBA金沢,2024/04/08,327,2,---,時計,ROLEX,SS,AT,,16700, T番 黒 保,,0,,落札,1440000
JBA金沢,2024/04/08,327,3,---,時計,ROLEX,SS,AT,,214270, ﾗﾝﾀﾞﾑ番 保(2015.5),,0,,落札,793000
JBA金沢,2024/04/08,327,4,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2018.10),,0,,落札,1470000
JBA金沢,2024/04/08,327,5,---,時計,ROLEX,YG/SS,AT,,116713LN, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2014.3),,0,,落札,1700000
JBA金沢,2024/04/08,327,6,---,時計,ROLEX,WG/SS,AT,,116234, M番 ﾎﾘｺﾝ ﾛｰﾏ 黒 保(2009.10),,0,,落札,1050000
JBA金沢,2024/04/08,327,8,---,時計,ROLEX,PG/SS,AT,,126231, ﾗﾝﾀﾞﾑ番 ｽﾄﾚｰﾄ ﾛｰﾏ 保(2024.2) 別展,,0,,落札,1850000
JBA金沢,2024/04/08,327,9,---,時計,ROLEX,SS,AT,,126710BLNR, ﾗﾝﾀﾞﾑ番 保(2022.5),,0,,落札,2200000
JBA金沢,2024/04/08,327,10,---,時計,ROLEX,SS,AT,,116500LN, ﾗﾝﾀﾞﾑ番 保(2020.11) 別展,,0,,落札,3400000
JBA金沢,2024/04/08,329,2,---,時計,ROLEX,YG/SS,AT,,16233G, L番 ｼｬﾝﾊﾟﾝ,,0,,落札,730000
JBA金沢,2024/04/08,329,3,---,時計,ROLEX,WG/SS,AT,,79174NR, P番 ｸﾞﾚｰ ﾛｰﾏﾝ,,0,,落札,480000
JBA金沢,2024/04/08,332,10,---,時計,ROLEX,SS,AT,,16570, P番 白 日ﾛﾚ,,0,,落札,860000
JBA金沢,2024/04/08,335,1,---,時計,ROLEX,YG,AT,,69138G, W番 ｼｬﾝﾊﾟﾝ 箱 保,,0,,落札,1400000
JBA金沢,2024/04/08,336,1,---,時計,ROLEX,WG/SS,AT,,116234, D番 ﾛｰﾏ ｸﾞﾚｰ 保,,0,,落札,957000
JBA金沢,2024/04/08,336,2,---,時計,ROLEX,SS,AT,,16200, Y番 黒,,0,,落札,640000
JBA金沢,2024/04/08,336,3,---,時計,ROLEX,YG/SS,AT,,16263, T番 ﾛｰﾏ 白 ｻ保,,0,,落札,480000
JBA金沢,2024/04/08,336,4,---,時計,ROLEX,YG,AT,,69178, R番 ﾛｰﾏ 白,,0,,落札,850000
JBA金沢,2024/04/08,338,1,---,時計,ROLEX,SS,AT,,116610LN, ﾗﾝﾀﾞﾑ番 日ﾛﾚ(2011.9),,0,,落札,1420000
JBA金沢,2024/04/08,338,2,---,時計,ROLEX,SS,AT,,116520, ﾗﾝﾀﾞﾑ番 黒,,0,,落札,2500000
JBA金沢,2024/04/08,338,3,---,時計,ROLEX,YG/SS,AT,,116523, V番 黒,,0,,落札,1960000
JBA金沢,2024/04/08,338,4,---,時計,ROLEX,YG/革,AT,,116518NG, ﾗﾝﾀﾞﾑ番 ﾌﾞﾗｯｸｼｪﾙ ﾛｰﾏ 日ﾛﾚ(2017.11) 替えﾍﾞﾙﾄ 別展,,0,,落札,4150000
JBA金沢,2024/04/08,338,7,---,時計,ROLEX,YG,AT,,116618LN, ﾗﾝﾀﾞﾑ番 保(2018.1) 別展,,0,,落札,4200000
JBA金沢,2024/04/08,338,8,---,時計,ROLEX,YG,AT,,116688, ﾗﾝﾀﾞﾑ番 保(2016.9) 別展,,0,,落札,4800000
JBA金沢,2024/04/08,338,9,---,時計,ROLEX,PT,AT,,118346A, P番 ｼﾙﾊﾞｰ 別展,,0,,落札,3700000
JBA金沢,2024/04/08,339,4,---,時計,ROLEX,WG,AT,195.0g,116509G, D番 黒 別展,,0,,落札,3400000
JBA金沢,2024/04/08,339,6,---,時計,ROLEX,PG/SS,AT,74.0g,179171NG, G番 白 日ﾛﾚ(2013.7),,0,,落札,1050000
JBA金沢,2024/04/08,339,7,---,時計,ROLEX,SS,AT,125.0g,16570, S番 黒,,0,,落札,760000
JBA金沢,2024/04/08,339,9,---,時計,ROLEX,YG/SS,AT,148.0g,16613, P番 黒,,0,,落札,1070000
JBA金沢,2024/04/08,340,6,---,時計,ROLEX,WG/SS,AT,,178274NG, D番 ｸﾞﾚｰ,,0,,落札,890000
JBA金沢,2024/04/08,340,7,---,時計,ROLEX,YG/SS,AT,,69173, 89番 ｼｬﾝﾊﾟﾝ,,0,,落札,415000
JBA金沢,2024/04/08,340,8,---,時計,ROLEX,WG/SS,AT,,79174, P番 白,,0,,落札,400000
JBA金沢,2024/04/08,342,1,---,時計,ROLEX,YG/SS,AT,,16013, 30番 ｼｬﾝﾊﾟﾝ,,0,,落札,460000
JBA金沢,2024/04/08,345,2,---,時計,ROLEX,WG,AT,58.0g,1803/9 96番 ｼﾙﾊﾞｰ ﾍｯﾄﾞのみ,,0,,落札,800000
JBA金沢,2024/04/08,345,3,---,時計,ROLEX,SS,AT,83.0g,1603, 28番 ｸﾞﾚｰ,,0,,落札,400000
JBA金沢,2024/04/08,345,4,---,時計,ROLEX,SS,手巻,83.0g,6694, 51番 黒,,0,,落札,250000
JBA金沢,2024/04/08,345,5,---,時計,ROLEX,YG/SS,AT,97.0g,68623, A番 白,,0,,落札,730000
JBA金沢,2024/04/08,345,8,---,時計,ROLEX,WG/SS,AT,38.0g,6619/4 26番 ｼﾙﾊﾞｰ,,0,,落札,123000
JBA金沢,2024/04/08,346,1,---,時計,ROLEX,WG/SS,AT,,179174NG, Z番 10PD ｼｪﾙ 箱 日ﾛﾚ,,0,,落札,780000
JBA金沢,2024/04/08,346,2,---,時計,ROLEX,YG/SS,AT,,69173, R番 ｼｬﾝﾊﾟﾝ 箱 保 ｻｰﾋﾞｽ保×2,,0,,落札,400000
JBA金沢,2024/04/08,346,3,---,時計,ROLEX,YG/SS,AT,,79173G, F番 ｸﾞﾚｰ,,0,,落札,450000
JBA金沢,2024/04/08,364,7,---,時計,ROLEX,WG/SS,AT,,69174, E番 ｼﾙﾊﾞｰ,,0,,落札,400000
JBA金沢,2024/04/08,364,8,---,時計,ROLEX,YG/SS,AT,,69173, W番 白 ﾛｰﾏ 保,,0,,落札,460000
JBA金沢,2024/04/08,367,8,---,小物,ROLEX,革,,,ﾍﾞﾙﾄ 黒,,0,,落札,7000
JBA金沢,2024/04/08,371,1,---,時計,ROLEX,SS,AT,,16610, U番 黒 製番 傷あり,,0,,落札,880000
JBA金沢,2024/04/08,372,3,---,時計,ROLEX,WG/SS,AT,,79174, F番 ｼﾙﾊﾞｰ 保,,0,,落札,420000
JBA金沢,2024/04/08,375,1,---,時計,ROLEX,YG/SS,AT,,6917, 75番 ｼｬﾝﾊﾟﾝ,,0,,落札,300000
JBA金沢,2024/04/08,375,2,---,時計,ROLEX,YG/SS,AT,,1625/3 38番 ｼｬﾝﾊﾟﾝ,,0,,落札,480000
JBA金沢,2024/04/08,375,3,---,時計,ROLEX,WG/SS,AT,,16014, 87番 ｼﾙﾊﾞｰ ｻｰﾋﾞｽ保,,0,,落札,470000
JBA金沢,2024/04/08,375,4,---,時計,ROLEX,SS,AT,,16700, U番 黒 保,,0,,落札,1380000
JBA金沢,2024/04/08,375,5,---,時計,ROLEX,YG/SS,AT,,16613SG, K番 8PD ｸﾞﾚｰ 保,,0,,落札,1600000
JBA金沢,2024/04/08,376,1,---,時計,ROLEX,WG/SS,AT,,279174, ﾗﾝﾀﾞﾑ番 ｼﾙﾊﾞｰ 保(2019.11),,0,,落札,900000
JBA金沢,2024/04/08,376,2,---,時計,ROLEX,WG/SS,AT,,279174, ﾗﾝﾀﾞﾑ番 ｽﾚｰﾄ ﾛｰﾏ 保(2019.11),,0,,落札,950000
JBA金沢,2024/04/08,376,3,---,時計,ROLEX,YG/SS,AT,,116233, F番 ｼｬﾝﾊﾟﾝ ﾛｰﾏ 日ﾛﾚ,,0,,落札,1070000
JBA金沢,2024/04/08,376,4,---,時計,ROLEX,SS,AT,,16200, Y番 黒 保,,0,,落札,670000
JBA金沢,2024/04/08,376,5,---,時計,ROLEX,WG/SS,AT,,16264, U番 ﾛｰﾏ 青 保,,0,,落札,690000
JBA金沢,2024/04/08,377,9,---,時計,ROLEX,GP,手巻,,懐中 ｼﾙﾊﾞｰ 現状,,0,,落札,38000
JBA金沢,2024/04/08,380,5,---,時計,ROLEX,WG,手巻,19.0g,8792, 48番 ｼﾙﾊﾞｰ,,0,,落札,280000
JBAライブ(宝石・時計),2024/04/08,434,1,【B】時計,時計,ROLEX,YG,35.5mm,,18248A, ﾃﾞｲﾃﾞｲﾄ AT 箱 保 不動 総重量144.5g 新J･旧P･T番 裏蓋･尾錠に18Kの刻印あり 枕無し,AB/AB,1200000,13:01,落札,1610000
JBA東京,2024/03/31,417,10,---,時計,ROLEX,SS,AT,,214270, ｴｸｽﾌﾟﾛｰﾗｰⅠ ﾗﾝﾀﾞﾑ番 ｶｰﾄﾞ ｺﾏ1 ﾗﾝﾀﾞﾑ番 ﾙｰﾚｯﾄ 新J,,0,,落札,853000
JBA東京,2024/03/31,418,10,---,時計,ROLEX,PG/SS,AT,,116231G, ﾃﾞｲﾄｼﾞｬｽﾄ 10Pﾀﾞｲﾔ V番 ｶｰﾄﾞ 別展 V番 新J ﾙｰﾚｯﾄ,,0,,落札,1085000
JBA東京,2024/03/31,424,1,---,時計,ROLEX,YG/SS,AT,54.9g,79173G, ﾃﾞｲﾄｼﾞｬｽﾄ 10P ｺﾏ3 新J 新P A番,,0,,落札,510000
JBA東京,2024/03/31,425,10,---,時計,ROLEX,WG/SS,AT,,116234, ﾃﾞｲﾄｼﾞｬｽﾄ G番 ｶｰﾄﾞ ｺﾏ1 別展 G番 新J ﾙｰﾚｯﾄ,,0,,落札,955000
JBA東京,2024/03/31,433,8,---,時計,ROLEX,WG,手巻き,13.2g,ﾌﾟﾚｼｼﾞｮﾝ K14 現状,,0,,落札,88000
JBA東京,2024/03/31,438,2,---,時計,ROLEX,SS,AT,,16570, ｴｸｽﾌﾟﾛｰﾗｰ2 旧J U番 品番･ｼﾘｱﾙに削り傷ｱﾘ,,0,,落札,687000
JBA東京,2024/03/31,438,3,---,時計,ROLEX,PT/SS,AT,,16622, ﾖｯﾄﾏｽﾀｰ V番 ｺﾏ1 別展 新J V番 ﾙｰﾚｯﾄ,,0,,落札,1000000
JBA東京,2024/03/31,439,10,---,時計,ROLEX,WG/SS,AT,,116244G, ﾃﾞｲﾄｼﾞｬｽﾄ ﾀﾞｲﾔﾍﾞｾﾞﾙ ﾗﾝﾀﾞﾑ番 箱 ｶｰﾄﾞ 別展 新J ﾗﾝﾀﾞﾑ番 ﾙｰﾚｯﾄ,,0,,落札,1213000
JBA東京,2024/03/31,452,9,---,時計,ROLEX,WG/SS,AT,,69174, ﾃﾞｲﾄｼﾞｬｽﾄ T番 新J T番,,0,,落札,355000
JBA東京,2024/03/31,453,9,---,時計,ROLEX,SS,AT,,14270, ｴｸｽﾌﾟﾛｰﾗｰⅠ A番 箱 新J A番,,0,,落札,600000
JBA東京,2024/03/31,459,10,---,時計,ROLEX,WG/SS,AT,,1601, ﾃﾞｲﾄｼﾞｬｽﾄ 22番 旧J 22番,,0,,落札,336000
JBA東京,2024/03/31,460,4,---,時計,ROLEX,SS,手巻き,,ｽﾄｯﾌﾟｳｫｯﾁ,,0,,落札,14000
JBA東京,2024/03/31,466,9,---,時計,ROLEX,WG/SS,AT,,79174, ﾃﾞｲﾄｼﾞｬｽﾄ Y番 Y番 新J,,0,,落札,318000
JBA東京,2024/03/31,466,10,---,時計,ROLEX,YG/SS,AT,,1601, ﾃﾞｲﾄｼﾞｬｽﾄ 31番 ﾘｭｰｽﾞ 旧J 31番 ﾘｭｰｽﾞ取れ,,0,,落札,345000
JBA東京,2024/03/31,481,8,---,時計,ROLEX,SS,AT,,14000, ｴｱｷﾝｸﾞ U番 新J U番 一部ｼﾘｱﾙ削れ(識別不可),,0,,落札,356000
JBA東京,2024/03/31,494,1,---,時計,ROLEX,SS,AT,,114060, ｻﾌﾞﾏﾘｰﾅ 箱 ｶｰﾄﾞ 別展 P番 新J ﾙｰﾚｯﾄ,,0,,落札,1252000
JBA東京,2024/03/31,494,2,---,時計,ROLEX,SS,AT,,114200, ｵｲｽﾀｰﾊﾟｰﾍﾟﾁｭｱﾙ 箱 ｶｰﾄﾞ ｺﾏ3 ﾗﾝﾀﾞﾑ番 新J ﾙｰﾚｯﾄ,,0,,落札,690000
JBA東京,2024/03/31,494,3,---,時計,ROLEX,SS,AT,,126200, ﾃﾞｲﾄｼﾞｬｽﾄ36 箱 ｶｰﾄﾞ ｺﾏ2 別展 ﾗﾝﾀﾞﾑ番 新J ﾙｰﾚｯﾄ,,0,,落札,990000
JBA東京,2024/03/31,507,10,---,時計,ROLEX,WG/革,手巻き,33.1g,ﾁｪﾘｰﾆ K18,,0,,落札,180000
JBA東京,2024/03/31,525,3,---,時計,ROLEX,SS,AT,,14000, ｴｱｷﾝｸﾞ 箱 保 ｺﾏ1 新J A番,,0,,落札,492000
